source_id,derived_from,configuration,alpha_deg,omega_b_over_2V,zero_replicate,dCA_dBeta_per_rad,dCN_dBeta_per_rad,dCm_dBeta_per_rad,dCY_dBeta_per_rad,dCl_dBeta_per_rad,dCn_dBeta_per_rad,delta_beta_deg,derivation,qa_status
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,70,0.03,,-0.074485,0.085944,0.000000,-0.822194,-0.164725,-0.148683,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,70,0.05,,-0.085944,0.257831,0.011459,-0.810735,-0.163579,-0.144958,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,70,0.10,,-0.091673,0.028648,-0.157563,-0.730521,-0.113732,-0.161288,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,70,0.20,,-0.100268,0.085944,-0.360963,-0.796411,-0.119462,-0.183919,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,70,0.30,,-0.103132,0.143239,-0.624524,-0.730521,-0.153553,-0.185352,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,70,0.40,,-0.134645,0.572958,-0.931056,-0.564363,-0.214000,-0.130634,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,75,-0.40,,0.011459,-0.085944,0.865166,-0.653172,-0.155845,-0.128056,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,75,-0.30,,0.000000,0.171887,0.650307,-0.770628,-0.135505,-0.145531,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,75,-0.20,,0.020054,0.229183,0.355234,-0.836518,-0.117170,-0.156704,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,75,-0.10,,0.014324,-0.114592,0.037242,-0.876625,-0.169023,-0.177903,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,75,-0.05,,-0.002865,-0.028648,0.017189,-0.845113,-0.173033,-0.169882,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,75,-0.03,,-0.002865,-0.028648,-0.002865,-0.819330,-0.174752,-0.170741,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,75,0.00,1,-0.034377,0.229183,0.000000,-0.825059,-0.187357,-0.165585,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,75,0.00,2,-0.048701,0.229183,0.054431,-0.822194,-0.184779,-0.171028,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,75,0.03,,-0.048701,0.229183,-0.017189,-0.784952,-0.176471,-0.165871,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,75,0.05,,-0.065890,0.286479,-0.040107,-0.764899,-0.174466,-0.166158,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,75,0.10,,-0.088808,0.401070,0.008594,-0.819330,-0.166731,-0.167304,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,75,0.20,,-0.140375,0.085944,-0.306532,-0.799276,-0.122899,-0.153266,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,75,0.30,,-0.123186,0.286479,-0.567228,-0.773493,-0.144385,-0.138083,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,75,0.40,,-0.117456,0.544310,-0.819330,-0.610200,-0.155845,-0.137510,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,80,-0.40,,0.048701,-0.343775,0.919597,-0.658901,-0.146391,-0.118602,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,80,-0.30,,0.005730,-0.028648,0.641713,-0.868031,-0.145818,-0.127197,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,80,-0.20,,0.008594,0.114592,0.346639,-0.833654,-0.138942,-0.142094,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,80,-0.10,,0.022918,-0.057296,0.083079,-0.816465,-0.167304,-0.162434,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,80,-0.05,,-0.002865,-0.085944,0.080214,-0.767763,-0.164725,-0.165012,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,80,-0.03,,-0.017189,-0.057296,0.028648,-0.773493,-0.163866,-0.164152,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,80,0.00,1,-0.065890,0.057296,0.017189,-0.868031,-0.174466,-0.159569,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,80,0.00,2,-0.057296,0.114592,-0.031513,-0.790682,-0.177903,-0.172174,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,80,0.03,,-0.054431,0.114592,-0.008594,-0.724792,-0.165298,-0.163579,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,80,0.05,,-0.060161,0.143239,-0.040107,-0.727656,-0.166158,-0.165585,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,80,0.10,,-0.091673,0.143239,-0.037242,-0.756304,-0.172174,-0.162720,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,80,0.20,,-0.094538,0.114592,-0.326586,-0.767763,-0.134645,-0.137796,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,80,0.30,,-0.103132,0.286479,-0.604470,-0.833654,-0.154985,-0.121754,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,80,0.40,,-0.097403,0.658901,-0.868031,-0.601606,-0.158423,-0.123186,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,85,-0.40,,0.120321,-0.716197,0.865166,-0.704738,-0.171028,-0.107143,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,85,-0.30,,0.071620,-0.315127,0.532851,-0.911003,-0.203400,-0.113159,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,85,-0.20,,0.063025,-0.114592,0.232048,-0.833654,-0.174466,-0.139802,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,85,-0.10,,0.063025,-0.200535,0.094538,-0.773493,-0.164152,-0.156131,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,85,-0.05,,0.048701,-0.143239,0.051566,-0.741980,-0.158709,-0.154126,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,85,-0.03,,0.045837,-0.114592,0.014324,-0.724792,-0.162720,-0.159855,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,85,0.00,1,-0.008594,-0.057296,-0.048701,-0.856572,-0.167590,-0.141234,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,85,0.00,2,-0.014324,-0.085944,0.005730,-0.793547,-0.179049,-0.165012,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,85,0.03,,0.014324,-0.028648,-0.014324,-0.684685,-0.163866,-0.158709,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,85,0.05,,0.002865,-0.085944,-0.031513,-0.701873,-0.163293,-0.159282,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,85,0.10,,-0.020054,-0.028648,-0.074485,-0.739116,-0.166731,-0.155558,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,85,0.20,,-0.057296,0.000000,-0.292208,-0.770628,-0.160715,-0.131780,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,85,0.30,,-0.094538,0.200535,-0.570093,-0.859437,-0.157850,-0.105997,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,85,0.40,,-0.085944,0.630254,-0.813600,-0.618794,-0.170455,-0.102273,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,90,-0.40,,0.077349,-0.687549,0.782087,-0.762034,-0.171314,-0.097403,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,90,-0.30,,0.068755,-0.315127,0.492744,-0.842248,-0.193660,-0.099695,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,90,-0.20,,0.057296,-0.085944,0.203400,-0.862301,-0.167017,-0.127770,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,90,-0.10,,0.034377,-0.171887,0.091673,-0.744845,-0.165012,-0.151547,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,90,-0.05,,0.020054,-0.171887,0.045837,-0.747710,-0.155558,-0.143239,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,90,-0.03,,0.005730,-0.114592,0.014324,-0.721927,-0.155272,-0.144385,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,90,0.00,1,-0.031513,-0.028648,-0.048701,-0.822194,-0.159282,-0.130921,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,90,0.00,2,-0.022918,0.028648,-0.074485,-0.770628,-0.163579,-0.141521,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,90,0.03,,-0.005730,-0.057296,-0.042972,-0.693279,-0.154699,-0.143239,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,90,0.05,,-0.020054,-0.028648,-0.051566,-0.690414,-0.159569,-0.148110,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,90,0.10,,-0.037242,0.057296,-0.108862,-0.693279,-0.167877,-0.152407,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,90,0.20,,-0.068755,0.057296,-0.266425,-0.790682,-0.173320,-0.132067,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,90,0.30,,-0.074485,0.171887,-0.475555,-0.845113,-0.191368,-0.094252,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,90,0.40,,-0.074485,0.601606,-0.807870,-0.690414,-0.174752,-0.099408,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
